time/episodes,train/loss,time/time_elapsed,rollout/ep_rew_mean,rollout/exploration_rate,train/learning_rate,time/fps,time/total_timesteps,rollout/ep_len_mean,train/n_updates
4,1.379912257194519,0,-172.56816125,0.9947433333333338,0.0001,1116,332,83.0,57
8,1.6807726621627808,0,-186.670031625,0.9895024999999998,0.0001,1019,663,82.875,140
12,1.6077343225479126,0,-166.12039308333334,0.9838975,0.0001,1034,1017,84.75,229
16,1.5852525234222412,1,-191.289557875,0.9771683333333335,0.0001,1042,1442,90.125,335
20,0.8347734212875366,1,-191.46526525000002,0.9716424999999999,0.0001,1053,1791,89.55,422
24,4.567404270172119,2,-194.07593929166669,0.9651824999999997,0.0001,1057,2199,91.625,524
28,1.1470104455947876,2,-184.80797539285714,0.9579466666666665,0.0001,1055,2656,94.85714285714286,638
32,0.740166962146759,2,-182.61435828125002,0.9520883333333338,0.0001,1055,3026,94.5625,731
36,0.7589069604873657,3,-199.72669133333335,0.9453275000000004,0.0001,1057,3453,95.91666666666667,838
40,1.0176243782043457,3,-203.540583725,0.9393108333333334,0.0001,1059,3833,95.825,933
44,7.524191856384277,4,-194.7080557727273,0.9322966666666672,0.0001,1057,4276,97.18181818181819,1043
48,0.5007501840591431,4,-188.05142452083336,0.9261058333333334,0.0001,1055,4667,97.22916666666667,1141
52,2.211444139480591,4,-182.95528475000003,0.9204533333333332,0.0001,1053,5024,96.61538461538461,1230
56,0.6692594289779663,5,-185.41083669642856,0.9140091666666665,0.0001,1053,5431,96.98214285714286,1332
60,0.5445353984832764,5,-182.31094251666664,0.9073908333333331,0.0001,1050,5849,97.48333333333333,1437
64,2.0202271938323975,5,-183.60983353125,0.9008358333333334,0.0001,1048,6263,97.859375,1540
68,0.5549878478050232,6,-179.59222866176466,0.8936158333333335,0.0001,1047,6719,98.80882352941177,1654
72,0.7664145827293396,6,-177.15703876388886,0.8876149999999999,0.0001,1047,7098,98.58333333333333,1749
76,0.7987471222877502,7,-177.4206442368421,0.8809966666666665,0.0001,1046,7516,98.89473684210526,1853
80,0.8917357325553894,7,-174.97126977499997,0.8736024999999998,0.0001,1044,7983,99.7875,1970
84,0.724085807800293,8,-175.4170769404762,0.8671900000000001,0.0001,1043,8388,99.85714285714286,2071
88,0.9990837574005127,8,-175.21762157954547,0.8606350000000004,0.0001,1041,8802,100.02272727272727,2175
92,0.40158388018608093,8,-174.6971197934783,0.8545549999999995,0.0001,1041,9186,99.84782608695652,2271
96,4.106815338134766,9,-177.88656890625,0.8471133333333337,0.0001,1040,9656,100.58333333333333,2388
100,0.8451464176177979,9,-174.53395473,0.8412074999999997,0.0001,1039,10029,100.29,2482
104,0.7459797263145447,10,-176.23951812000004,0.8345575000000004,0.0001,1037,10449,101.17,2587
108,0.8742644786834717,10,-172.07600973999996,0.8274166666666667,0.0001,1037,10900,102.37,2699
112,0.8443286418914795,10,-170.57886453999998,0.8207824999999999,0.0001,1035,11319,103.02,2804
116,0.6100821495056152,11,-166.21279497,0.8138158333333328,0.0001,1034,11759,103.17,2914
120,0.5966716408729553,11,-167.01178682999998,0.8056616666666665,0.0001,1034,12274,104.83,3043
124,6.679861545562744,12,-164.05460981,0.7988691666666663,0.0001,1033,12703,105.04,3150
128,1.6790434122085571,12,-163.63801109,0.7915066666666667,0.0001,1033,13168,105.12,3266
132,4.859684944152832,13,-162.44588282999996,0.7840649999999998,0.0001,1032,13638,106.12,3384
136,0.6824402213096619,13,-154.74664966,0.7777158333333337,0.0001,1030,14039,105.86,3484
140,0.911017656326294,14,-153.5007636,0.7707808333333336,0.0001,1029,14477,106.44,3594
144,0.44207191467285156,14,-155.42506225000002,0.7646216666666666,0.0001,1028,14866,105.9,3691
148,4.096071720123291,14,-157.41823321,0.7572433333333335,0.0001,1028,15332,106.65,3807
152,3.028949499130249,15,-157.08427055,0.7499283333333331,0.0001,1026,15794,107.7,3923
156,0.41758182644844055,15,-154.83272377999998,0.744386666666667,0.0001,1026,16144,107.13,4010
160,0.4109174311161041,16,-153.75017816,0.7369766666666671,0.0001,1026,16612,107.63,4127
164,0.5398659706115723,16,-150.76533701,0.7308966666666672,0.0001,1025,16996,107.33,4223
168,3.1727986335754395,17,-151.52305821,0.724215,0.0001,1023,17418,106.99,4329
172,0.7848609685897827,17,-151.56791649000002,0.7169791666666667,0.0001,1022,17875,107.77,4443
176,0.7695361375808716,17,-149.65871191000002,0.7095374999999999,0.0001,1020,18345,108.29,4561
180,0.811003565788269,18,-150.37375599,0.7013358333333333,0.0001,1018,18863,108.8,4690
184,0.767521321773529,19,-146.77786376,0.6923900000000003,0.0001,1017,19428,110.4,4831
188,0.8545817732810974,19,-146.38067318999998,0.6832225000000005,0.0001,1015,20007,112.05,4976
192,0.7534318566322327,20,-145.48972614999997,0.673263333333334,0.0001,1013,20636,114.5,5133
196,5.719034671783447,20,-138.43392579,0.6663916666666665,0.0001,1012,21070,114.14,5242
200,3.9020564556121826,21,-139.03045544,0.6560524999999997,0.0001,1010,21723,116.94,5405
204,0.9255579710006714,22,-135.86064054,0.647629166666667,0.0001,1008,22255,118.06,5538
208,0.5382642149925232,22,-136.61908053999997,0.6403616666666669,0.0001,1006,22714,118.14,5653
212,0.9621860980987549,23,-138.20658701,0.6330150000000005,0.0001,1006,23178,118.59,5769
216,0.9651731252670288,23,-138.554806,0.6244016666666667,0.0001,1004,23722,119.63,5905
220,0.43949735164642334,24,-135.17845792000003,0.6158991666666669,0.0001,1003,24259,119.85,6039
224,3.5882248878479004,24,-134.47764843000002,0.6070800000000005,0.0001,1001,24816,121.13,6178
228,3.7829811573028564,25,-133.86519399,0.5972000000000002,0.0001,999,25440,122.72,6334
232,1.0341219902038574,26,-134.88718770999998,0.5863066666666671,0.0001,997,26128,124.9,6506
236,3.078723430633545,26,-133.61033926,0.5776933333333333,0.0001,997,26672,126.33,6642
240,0.4690963625907898,27,-129.59503517000002,0.5686208333333329,0.0001,996,27245,127.68,6786
244,0.7586227059364319,28,-124.29560086,0.5467391666666663,0.0001,991,28627,137.61,7131
248,0.48975032567977905,29,-122.14150684,0.5383316666666671,0.0001,991,29158,138.26,7264
252,4.014675140380859,30,-119.01281406999999,0.5244933333333339,0.0001,990,30032,142.38,7482
256,0.583965539932251,31,-115.30258755000001,0.5018991666666668,0.0001,987,31459,153.15,7839
260,0.9440790414810181,32,-113.96170378,0.49249416666666646,0.0001,986,32053,154.41,7988
264,2.8237760066986084,33,-113.56170266999997,0.47947916666666657,0.0001,984,32875,158.79,8193
268,0.79151850938797,34,-111.40915248000003,0.45892750000000027,0.0001,981,34173,167.55,8518
272,4.752297401428223,37,-106.88364615000002,0.4269283333333339,0.0001,974,36194,183.19,9023
276,0.41115236282348633,38,-106.15277791,0.4091475,0.0001,971,37317,189.72,9304
280,1.7020992040634155,39,-103.77800657999998,0.3866958333333339,0.0001,969,38735,198.72,9658
284,1.2698487043380737,42,-100.88036351999999,0.3567866666666665,0.0001,963,40624,211.96,10130
288,4.013344764709473,44,-95.56146929,0.3181691666666666,0.0001,957,43063,230.56,10740
292,0.4637814164161682,46,-93.91441004,0.29763333333333375,0.0001,954,44360,237.24,11064
296,0.536190927028656,48,-94.95862633,0.27293333333333336,0.0001,951,45920,248.5,11454
300,0.5293883681297302,51,-95.76964770000001,0.2261458333333337,0.0001,946,48875,271.52,12193
304,1.14377760887146,53,-89.39882542,0.20055916666666718,0.0001,943,50491,282.36,12597
308,1.135091781616211,58,-89.61560988,0.13722583333333338,0.0001,937,54491,317.77,13597
312,5.252053737640381,62,-89.51304455999998,0.0738924999999997,0.0001,930,58491,353.13,14597
316,1.0980786085128784,67,-86.78371236999998,0.05,0.0001,924,61969,382.47,15467
320,1.2930008172988892,71,-86.44382744999999,0.05,0.0001,917,65969,417.1,16467
324,0.6350142955780029,76,-87.07494081,0.05,0.0001,913,69969,451.53,17467
328,0.5339354872703552,81,-87.69010014,0.05,0.0001,908,73969,485.29,18467
332,0.6189786791801453,86,-85.93027011,0.05,0.0001,903,77969,518.41,19467
336,0.3344555199146271,91,-86.26648072,0.05,0.0001,899,81969,552.97,20467
340,0.5046185255050659,95,-85.99532621,0.05,0.0001,895,85969,587.24,21467
344,1.1200801134109497,100,-89.60148084000001,0.05,0.0001,892,89969,613.42,22467
348,0.6384027600288391,105,-89.86558811000003,0.05,0.0001,889,93969,648.11,23467
352,0.46414807438850403,110,-93.34891904,0.05,0.0001,886,97969,679.37,24467
356,0.5547167062759399,115,-96.07995235,0.05,0.0001,883,101969,705.1,25467
360,0.6878509521484375,120,-97.80594103,0.05,0.0001,881,105969,739.16,26467
364,0.5403083562850952,125,-97.99913356,0.05,0.0001,878,109969,770.94,27467
368,0.4480723738670349,130,-99.06691095000001,0.05,0.0001,870,113969,797.96,28467
372,0.5355177521705627,136,-99.86721258000001,0.05,0.0001,863,117969,817.75,29467
376,1.078711986541748,142,-100.33933648,0.05,0.0001,856,121969,846.52,30467
380,0.39803028106689453,147,-101.79873323999996,0.05,0.0001,852,125969,872.34,31467
384,0.58570796251297,153,-105.26523734999996,0.05,0.0001,846,129969,893.45,32467
388,0.4225211441516876,159,-109.22720597000001,0.05,0.0001,839,133969,909.06,33467
392,0.3359990119934082,164,-107.95684499000001,0.05,0.0001,838,137969,936.09,34467
396,0.5058002471923828,169,-107.73960072,0.05,0.0001,838,141969,960.49,35467
400,0.293170303106308,174,-107.03465692999998,0.05,0.0001,837,145969,970.94,36467
404,4.225625038146973,179,-111.69530285,0.05,0.0001,837,149969,994.78,37467
408,0.48298245668411255,183,-110.75226806999999,0.05,0.0001,836,153969,994.78,38467
412,0.5194740891456604,188,-110.31518740000001,0.05,0.0001,836,157969,994.78,39467
416,0.5133547782897949,193,-110.30304943000002,0.05,0.0001,836,161969,1000.0,40467
420,0.46646666526794434,198,-108.53959806,0.05,0.0001,835,165969,1000.0,41467
424,4.525554656982422,203,-106.06097696,0.05,0.0001,835,169969,1000.0,42467
428,1.098007321357727,208,-104.57057174000003,0.05,0.0001,835,173969,1000.0,43467
432,1.340895414352417,212,-104.56445874,0.05,0.0001,835,177969,1000.0,44467
436,0.4719287157058716,217,-102.13421805,0.05,0.0001,835,181969,1000.0,45467
440,0.47704270482063293,222,-100.57196509000003,0.05,0.0001,834,185969,1000.0,46467
444,0.4972413182258606,227,-98.78740069999999,0.05,0.0001,834,189969,1000.0,47467
448,0.3929439187049866,232,-96.11534613000002,0.05,0.0001,834,193969,1000.0,48467
452,0.32126665115356445,237,-95.06708769999999,0.05,0.0001,834,197969,1000.0,49467
456,0.6916745901107788,242,-90.99305160000002,0.05,0.0001,834,201969,1000.0,50467
460,0.5247719287872314,246,-88.57323117,0.05,0.0001,834,205969,1000.0,51467
464,0.6562129259109497,251,-86.60774654999999,0.05,0.0001,834,209969,1000.0,52467
468,0.6485648155212402,256,-84.25414148000002,0.05,0.0001,833,213969,1000.0,53467
472,0.40266332030296326,261,-82.55598537000002,0.05,0.0001,833,217969,1000.0,54467
476,0.33775174617767334,266,-77.20820794,0.05,0.0001,833,221969,1000.0,55467
480,0.7606050372123718,271,-71.80183743,0.05,0.0001,833,225942,999.73,56460
484,0.4060139060020447,276,-68.69247720000001,0.05,0.0001,832,229942,999.73,57460
488,0.33736076951026917,280,-61.64659794,0.05,0.0001,832,233712,997.43,58402
492,0.7310357689857483,285,-60.201205849999994,0.05,0.0001,832,237712,997.43,59402
496,2.055008888244629,290,-58.81103866999998,0.05,0.0001,832,241687,997.18,60396
500,0.3280360996723175,295,-56.941919150000004,0.05,0.0001,832,245558,995.89,61364
504,0.33502623438835144,299,-57.760883639999996,0.05,0.0001,832,249322,993.53,62305
508,0.6904948949813843,303,-53.85463903,0.05,0.0001,832,252792,988.23,63172
512,0.4316679537296295,308,-50.51032741000001,0.05,0.0001,831,256682,987.13,64145
516,0.8383988738059998,312,-43.32579081999998,0.05,0.0001,831,260033,980.64,64983
520,1.4206860065460205,317,-40.406533599999996,0.05,0.0001,831,263843,978.74,65935
524,0.2852686643600464,320,-33.73981291,0.05,0.0001,831,266708,967.39,66651
528,0.491067111492157,324,-32.71154922,0.05,0.0001,831,269792,958.23,67422
532,0.4208390414714813,328,-28.05237574,0.05,0.0001,830,273321,953.52,68305
536,0.44233980774879456,333,-31.668718119999998,0.05,0.0001,830,276794,948.25,69173
540,0.6062894463539124,336,-27.512695059999995,0.05,0.0001,830,279712,937.43,69902
544,0.4189521074295044,341,-28.118433999999997,0.05,0.0001,830,283539,935.7,70859
548,0.6889245510101318,345,-24.347874260000005,0.05,0.0001,830,286666,926.97,71641
552,0.29357028007507324,349,-21.185289929999996,0.05,0.0001,830,289839,918.7,72434
556,0.5179706811904907,352,-19.97835378,0.05,0.0001,830,292655,906.86,73138
560,1.055307149887085,355,-14.71478927,0.05,0.0001,829,295208,892.39,73776
564,0.7020704746246338,359,-12.48723394,0.05,0.0001,829,298448,884.79,74586
568,0.3445766270160675,362,-7.7273803700000006,0.05,0.0001,829,300584,866.15,75120
572,1.3935517072677612,364,-4.2209426,0.05,0.0001,829,302556,845.87,75613
576,0.3226640820503235,367,-2.542154969999998,0.05,0.0001,829,305076,831.07,76243
580,0.3483346104621887,370,3.8076154500000006,0.05,0.0001,829,307335,813.93,76808
584,0.9520310759544373,374,3.260129269999997,0.05,0.0001,829,310224,802.82,77530
588,0.3676825761795044,376,4.105992759999996,0.05,0.0001,829,312393,786.81,78073
592,0.30313581228256226,378,6.920971279999996,0.05,0.0001,829,314001,762.89,78475
596,0.4465521574020386,381,18.59139487,0.05,0.0001,828,316100,744.13,78999
600,0.3480680584907532,384,23.40196447,0.05,0.0001,828,318530,729.72,79607
604,0.5321074724197388,386,32.66170936,0.05,0.0001,828,320324,710.02,80055
608,0.47537511587142944,388,35.55366542000001,0.05,0.0001,828,321552,687.6,80362
612,0.3479996621608734,390,45.39234241,0.05,0.0001,828,323821,671.39,80930
616,0.4623671770095825,393,47.34227189999999,0.05,0.0001,828,326013,659.8,81478
620,0.4799274802207947,395,48.09021175,0.05,0.0001,828,327920,640.77,81954
624,1.530731201171875,399,47.729058419999994,0.05,0.0001,828,331072,643.64,82742
628,0.20666779577732086,402,50.842682980000006,0.05,0.0001,827,333244,634.52,83285
632,2.3588876724243164,405,56.33988518000001,0.05,0.0001,827,335684,623.63,83895
636,0.38379552960395813,408,68.85405462,0.05,0.0001,827,337695,609.01,84398
640,0.2705458998680115,411,72.07850072000001,0.05,0.0001,827,340247,605.35,85036
644,0.2711374759674072,413,82.10106104999998,0.05,0.0001,827,341848,583.09,85436
648,0.8734193444252014,415,86.95230625999999,0.05,0.0001,827,343968,573.02,85966
652,0.6862416863441467,418,93.70706183000001,0.05,0.0001,827,346247,564.08,86536
656,0.25075751543045044,420,95.77157489000001,0.05,0.0001,827,347477,548.22,86844
660,0.369683176279068,422,99.41213643,0.05,0.0001,827,349235,540.27,87283
664,3.3804686069488525,423,101.86849296,0.05,0.0001,826,350438,519.9,87584
668,0.30598926544189453,425,102.53896970999999,0.05,0.0001,826,352125,515.41,88006
672,0.45407354831695557,429,101.97672791999997,0.05,0.0001,826,354855,522.99,88688
676,0.42208486795425415,430,104.38173766999998,0.05,0.0001,826,356120,510.44,89004
680,0.413845032453537,433,103.83068560000001,0.05,0.0001,826,358126,507.91,89506
684,0.5086851119995117,435,109.28467540000001,0.05,0.0001,826,359884,496.6,89945
688,0.2828226387500763,437,109.54082648000002,0.05,0.0001,826,361369,489.76,90317
692,0.4810054302215576,438,109.05949954000003,0.05,0.0001,826,362636,486.35,90633
696,0.2824825644493103,440,106.15734945999999,0.05,0.0001,826,364028,479.28,90981
700,0.5402697324752808,442,109.86104852999999,0.05,0.0001,826,365983,474.53,91470
704,0.6884889602661133,444,109.31554184000001,0.05,0.0001,826,367442,471.18,91835
708,0.42821675539016724,447,112.85588977000002,0.05,0.0001,825,369439,478.87,92334
712,0.33140701055526733,449,114.42581782,0.05,0.0001,825,371087,472.66,92746
716,0.34479978680610657,451,113.51167784999996,0.05,0.0001,825,372515,465.02,93103
720,3.2842605113983154,453,116.21870206,0.05,0.0001,825,374165,462.45,93516
724,0.2724708020687103,455,113.30390604,0.05,0.0001,825,375775,447.03,93918
728,0.23122799396514893,457,112.26740198999998,0.05,0.0001,825,377532,442.88,94357
732,0.3004707396030426,459,117.2408432,0.05,0.0001,825,379430,437.46,94832
736,0.26428061723709106,461,115.10201361000001,0.05,0.0001,825,381008,433.13,95226
740,0.4273204207420349,463,114.19101567000001,0.05,0.0001,825,382799,425.52,95674
744,0.4326455891132355,466,113.02574498999998,0.05,0.0001,825,384893,430.45,96198
748,0.19642391800880432,468,116.22376886999999,0.05,0.0001,824,386839,428.71,96684
752,0.6323797106742859,470,111.00462935,0.05,0.0001,824,388129,418.82,97007
756,0.4725894331932068,472,106.36993878,0.05,0.0001,824,389425,419.48,97331
760,0.28687629103660583,474,106.55623895,0.05,0.0001,824,391036,418.01,97733
764,0.6739147901535034,475,111.07647356000001,0.05,0.0001,824,392530,420.92,98107
768,1.3007172346115112,477,111.44673555000001,0.05,0.0001,824,394131,420.06,98507
772,0.3000539243221283,479,109.23546241,0.05,0.0001,824,395496,406.41,98848
776,0.35961782932281494,480,108.55229246,0.05,0.0001,824,396562,404.42,99115
780,0.37420767545700073,482,101.17594824,0.05,0.0001,824,397783,396.57,99420
784,2.6130011081695557,483,98.23987513,0.05,0.0001,824,399014,391.3,99728
788,0.3014812469482422,485,98.52670373,0.05,0.0001,824,400457,390.88,100089
792,1.363824486732483,487,103.52469405,0.05,0.0001,824,402075,394.39,100493
796,1.0339722633361816,490,104.67155978,0.05,0.0001,824,404609,405.81,101127
800,0.4439297318458557,493,104.78631221000002,0.05,0.0001,824,406859,408.76,101689
804,0.4442174732685089,497,109.27148143000001,0.05,0.0001,824,409699,422.57,102399
808,0.4829212427139282,499,104.81847352999999,0.05,0.0001,824,411688,422.49,102896
812,0.41505753993988037,501,101.36064742999999,0.05,0.0001,823,413456,423.69,103338
816,0.43903541564941406,504,100.86975441999999,0.05,0.0001,823,415304,427.89,103800
820,0.9377588033676147,505,101.86034168999997,0.05,0.0001,823,416649,424.84,104137
824,0.42758697271347046,507,102.61142478999999,0.05,0.0001,823,417710,419.35,104402
828,0.3276926875114441,509,108.20479142,0.05,0.0001,823,419587,420.55,104871
832,0.26369455456733704,511,99.23619522999999,0.05,0.0001,823,420966,415.36,105216
836,0.3188134729862213,513,97.41464954000001,0.05,0.0001,823,422879,418.71,105694
840,0.6604475975036621,515,95.81911054,0.05,0.0001,823,424489,416.9,106097
844,0.355545312166214,517,97.05076895,0.05,0.0001,823,426229,413.36,106532
848,1.9168535470962524,518,87.93943790999998,0.05,0.0001,823,427222,403.83,106780
852,0.20272521674633026,521,87.68507681999999,0.05,0.0001,823,429528,413.99,107356
856,0.3253974914550781,523,93.09530143999999,0.05,0.0001,823,431359,419.34,107814
860,1.235130786895752,527,89.79904441,0.05,0.0001,823,434016,429.8,108478
864,0.34903526306152344,528,83.60869664,0.05,0.0001,823,435350,428.2,108812
868,0.30547571182250977,530,85.49802485999999,0.05,0.0001,823,437140,430.09,109259
872,0.29749444127082825,532,90.91251725999999,0.05,0.0001,823,438703,432.07,109650
876,0.32269370555877686,535,94.16250539,0.05,0.0001,823,441056,444.94,110238
880,0.2077462524175644,538,97.52006573,0.05,0.0001,823,443026,452.43,110731
884,0.3399021327495575,541,98.79903299,0.05,0.0001,823,445949,469.35,111462
888,0.7196623086929321,544,96.60349808999999,0.05,0.0001,822,448245,477.88,112036
892,0.3853969871997833,547,93.00635041000001,0.05,0.0001,822,450220,481.45,112529
896,0.21715985238552094,549,84.10466221,0.05,0.0001,822,452423,478.14,113080
900,0.5003042221069336,552,83.45164921,0.05,0.0001,822,454683,478.24,113645
904,0.47017133235931396,556,76.95921541999999,0.05,0.0001,822,457991,482.92,114472
908,0.4639680087566376,559,76.22699434,0.05,0.0001,822,460524,488.36,115105
912,0.2383843958377838,563,70.86037799999998,0.05,0.0001,822,463697,502.41,115899
916,0.4148218035697937,566,71.58139346999998,0.05,0.0001,822,466118,508.14,116504
920,1.2413244247436523,569,67.50506764,0.05,0.0001,822,468528,518.79,117106
924,0.9994636178016663,573,67.55470496,0.05,0.0001,822,471339,536.29,117809
928,0.39858636260032654,577,61.03127805000002,0.05,0.0001,822,474745,551.58,118661
932,1.4387757778167725,580,62.52572009999999,0.05,0.0001,822,477641,566.75,119385
936,0.8347034454345703,584,60.33040793000001,0.05,0.0001,822,480702,578.23,120150
940,0.9345161318778992,589,57.73753572,0.05,0.0001,822,484702,602.13,121150
944,0.4239095449447632,592,48.51515432,0.05,0.0001,822,487287,610.58,121796
948,0.3946102559566498,596,45.33085704999999,0.05,0.0001,822,490622,634.0,122630
952,0.2660153806209564,600,43.950593989999994,0.05,0.0001,822,493794,642.66,123423
956,0.3636428713798523,605,37.66751557,0.05,0.0001,822,497754,663.95,124413
960,0.45684120059013367,609,31.116997859999998,0.05,0.0001,822,501260,672.44,125289
964,0.3776519298553467,614,29.88451092999999,0.05,0.0001,822,505260,699.1,126289
968,0.32455044984817505,619,23.231233899999996,0.05,0.0001,822,509260,721.2,127289
972,0.3592253625392914,624,16.67606445,0.05,0.0001,822,513260,745.57,128289
976,0.42303264141082764,628,6.54453035,0.05,0.0001,822,516886,758.3,129196
980,0.9000601172447205,632,6.414384679999996,0.05,0.0001,822,520245,772.19,130036
984,0.21660873293876648,637,3.6202193899999973,0.05,0.0001,821,524245,782.96,131036
988,0.23585090041160583,641,-1.543710820000002,0.05,0.0001,821,527546,793.01,131861
992,0.5276057720184326,645,-6.616113459999999,0.05,0.0001,821,530300,800.8,132549
996,0.4906856417655945,648,-7.972811180000001,0.05,0.0001,821,533016,805.93,133228
1000,0.34803593158721924,653,-13.722854689999998,0.05,0.0001,821,537016,823.33,134228
1004,0.3950898051261902,658,-16.51234255,0.05,0.0001,821,541016,830.25,135228
1008,0.33699581027030945,662,-20.925316600000002,0.05,0.0001,821,544141,836.17,136010
1012,0.42464393377304077,667,-22.193314730000008,0.05,0.0001,821,548141,844.44,137010
1016,0.8860290050506592,672,-28.662361350000005,0.05,0.0001,821,552141,860.23,138010
1020,0.2733258008956909,677,-28.96543413,0.05,0.0001,821,556141,876.13,139010
1024,0.4237704873085022,681,-32.225033749999994,0.05,0.0001,821,559722,883.83,139905
1028,0.5895228385925293,686,-31.171945580000003,0.05,0.0001,821,563722,889.77,140905
1032,0.4750434458255768,689,-36.79709206,0.05,0.0001,821,566721,890.8,141655
1036,0.3482201397418976,694,-37.86318858,0.05,0.0001,821,570174,894.72,142518
1040,0.33685243129730225,698,-40.65347919,0.05,0.0001,821,573808,891.06,143426
1044,0.36540693044662476,703,-38.53786663999999,0.05,0.0001,821,577808,905.21,144426
1048,0.4159660339355469,707,-37.263262090000005,0.05,0.0001,821,581449,908.27,145337
1052,0.7895565032958984,712,-37.10427279,0.05,0.0001,821,585449,916.55,146337
1056,1.8169193267822266,717,-34.45458045,0.05,0.0001,821,589449,916.95,147337
1060,0.24791444838047028,722,-31.96581415,0.05,0.0001,821,593449,921.89,148337
1064,0.33342355489730835,727,-31.32603799,0.05,0.0001,821,597449,921.89,149337
