time/episodes,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/approx_kl,train/value_loss,train/std,train/n_updates,train/loss,train/explained_variance,train/clip_range,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss
1,1054,-280.41588931578946,107.36842105263158,1,2048,,,,,,,,,,,
2,791,-266.15953625,113.19444444444444,5,4096,0.0054706144,2755.0102096557616,0.9943646192550659,10,873.4169921875,-0.0046007633209228516,0.2,0.0003,0.037060546875,-0.005129057122394443,-2.8313007220625876
3,725,-223.5342119074074,112.44444444444444,8,6144,0.0058787884,1508.9634134292603,1.0038503408432007,20,575.6976928710938,-0.05094349384307861,0.2,0.0003,0.04521484375,-0.0060541566257597875,-2.836901330202818
4,697,-211.80696116666667,113.13888888888889,11,8192,0.0065771937,578.8466432094574,1.0013611316680908,30,303.93572998046875,-0.013397574424743652,0.2,0.0003,0.054296875,-0.007274247909663245,-2.8432668931782246
5,682,-196.32911513483143,114.21348314606742,15,10240,0.004984433,757.4069321632385,1.0125293731689453,40,324.0497741699219,-0.00529325008392334,0.2,0.0003,0.029443359375,-0.004902978203608655,-2.853836977481842
6,672,-172.30130384999995,113.67,18,12288,0.01102757,420.5262215614319,1.0072879791259766,50,102.2965087890625,-0.001821756362915039,0.2,0.0003,0.103369140625,-0.007477318959718105,-2.8544700667262077
7,665,-154.22256807999997,124.92,21,14336,0.010302924,328.19973487854,1.010183572769165,60,106.09346008300781,-0.022859811782836914,0.2,0.0003,0.124267578125,-0.008602410074672662,-2.858834543079138
8,661,-124.71586482999999,127.47,24,16384,0.0029466657,415.20741801261903,1.0114201307296753,70,225.65599060058594,0.0034793615341186523,0.2,0.0003,0.007861328125,-0.002580204278638121,-2.8575329847633837
9,657,-114.01206432999999,134.09,28,18432,0.0022284952,384.55865993499754,1.0126844644546509,80,143.51109313964844,-0.04276227951049805,0.2,0.0003,0.000927734375,-0.002019984151775134,-2.8607326723635196
10,654,-106.04620701,147.22,31,20480,0.006141767,331.9212981939316,1.0071418285369873,90,83.36890411376953,0.05502444505691528,0.2,0.0003,0.03447265625,-0.005163645121501759,-2.8577820733189583
11,651,-108.99204572000001,155.69,34,22528,0.0039795823,251.7176837205887,1.007819652557373,100,121.7696304321289,-0.3518855571746826,0.2,0.0003,0.011181640625,-0.002864259846683126,-2.85065006762743
12,650,-98.32641545,161.93,37,24576,0.0048923874,574.0594358921051,1.0077099800109863,110,151.98072814941406,0.03665602207183838,0.2,0.0003,0.023193359375,-0.0070055136166047305,-2.8518437676131727
13,647,-92.40530011000001,169.11,41,26624,0.0038454444,513.0604611873626,1.0085934400558472,120,237.2565460205078,0.1681031584739685,0.2,0.0003,0.01875,-0.003389398923900444,-2.852071411907673
14,646,-85.80549328000001,174.83,44,28672,0.0049289963,216.0731444120407,1.0064839124679565,130,90.22168731689453,0.3286994695663452,0.2,0.0003,0.0240234375,-0.005066485815041233,-2.8513743236660956
15,645,-81.85134381999998,189.07,47,30720,0.0049556987,278.48547582626344,1.0016603469848633,140,108.21669006347656,0.3714619278907776,0.2,0.0003,0.033154296875,-0.0075238610836095175,-2.8435150250792502
16,644,-74.76228771999999,197.33,50,32768,0.006413026,164.70737669467925,0.9961642026901245,150,47.90845489501953,0.586376816034317,0.2,0.0003,0.039208984375,-0.007861898490227759,-2.833479757606983
17,643,-69.17170339,197.99,54,34816,0.0057436377,96.15103913545609,0.9942770004272461,160,58.65855026245117,0.673635333776474,0.2,0.0003,0.038818359375,-0.007143472945608664,-2.826048398017883
18,642,-66.09484810000001,215.87,57,36864,0.0059344303,116.82472398281098,0.9792842864990234,170,66.51863098144531,0.7258988320827484,0.2,0.0003,0.050244140625,-0.005301776602573227,-2.811778887361288
19,641,-63.88031629,227.63,60,38912,0.014839822,64.93138992786407,0.9573139548301697,180,23.150449752807617,0.8104933351278305,0.2,0.0003,0.13056640625,-0.013757187047121987,-2.7747104607522486
20,639,-60.8227456,244.94,64,40960,0.0059126513,117.24421619176864,0.9524949789047241,190,82.96627044677734,0.7850949615240097,0.2,0.0003,0.044140625,-0.004089526834286516,-2.7453802078962326
21,639,-56.805060780000005,253.4,67,43008,0.012790356,33.91573113799095,0.9322011470794678,200,32.63146209716797,0.91252301633358,0.2,0.0003,0.116845703125,-0.010686525789787992,-2.717687309533358
22,639,-52.12573788999999,264.65,70,45056,0.0052423673,104.2630088686943,0.9278431534767151,210,13.25301456451416,0.7934692800045013,0.2,0.0003,0.0556640625,-0.00592705045855837,-2.692666453123093
23,638,-50.57799253,282.48,73,47104,0.004551193,165.81703666448593,0.9287775754928589,220,110.51640319824219,0.7741619348526001,0.2,0.0003,0.03115234375,-0.0045085049379849805,-2.68908780887723
24,638,-47.496769449999995,291.09,77,49152,0.0071934424,91.97779753804207,0.9343546628952026,230,46.26590347290039,0.784068375825882,0.2,0.0003,0.08701171875,-0.007769276625185739,-2.697934841364622
25,637,-44.76016710999999,300.45,80,51200,0.008568951,61.099358695745465,0.9182685017585754,240,19.062957763671875,0.8679746985435486,0.2,0.0003,0.09599609375,-0.006330879742017714,-2.682880516350269
26,636,-37.93549242,319.19,83,53248,0.0060664234,77.42030338644982,0.9216570854187012,250,15.004598617553711,0.7372366786003113,0.2,0.0003,0.06337890625,-0.00738425918862049,-2.6691320680081843
27,636,-34.111821279999994,330.32,86,55296,0.0061370838,78.43196330070495,0.9164046049118042,260,40.31105041503906,0.8205267637968063,0.2,0.0003,0.07470703125,-0.0061371220566798,-2.668414068222046
28,635,-27.195040529999993,345.83,90,57344,0.006686764,95.48480402231216,0.9077894687652588,270,35.393516540527344,0.8083588927984238,0.2,0.0003,0.0548828125,-0.0069002923606603876,-2.6535382486879824
29,634,-23.5182412,362.2,93,59392,0.009266796,30.00796146094799,0.8757809400558472,280,10.42426872253418,0.8913619667291641,0.2,0.0003,0.071826171875,-0.005346577768796124,-2.6056571409106253
30,634,-18.48564862,378.3,96,61440,0.0074085956,43.69894635677338,0.8735802173614502,290,10.965967178344727,0.8165354132652283,0.2,0.0003,0.0904296875,-0.00752811115453369,-2.5671908065676687
31,634,-16.12948061,395.82,100,63488,0.00821138,11.135907083749771,0.8554543256759644,300,4.673379421234131,0.9298067986965179,0.2,0.0003,0.118115234375,-0.007063430213020183,-2.543435774743557
32,634,-15.10050674,409.4,103,65536,0.009174221,14.657753787189723,0.8421114683151245,310,8.132262229919434,0.9181969314813614,0.2,0.0003,0.109716796875,-0.007504612050979631,-2.5067157104611395
33,633,-8.44504195,431.84,106,67584,0.006559906,48.91545566022396,0.8406683802604675,320,30.437091827392578,0.8451410830020905,0.2,0.0003,0.04443359375,-0.0027628791882307268,-2.492117539048195
34,633,-3.6322109,447.6,109,69632,0.007102457,142.1933577775955,0.8336646556854248,330,131.67013549804688,0.6656243801116943,0.2,0.0003,0.07822265625,-0.0052120055748673625,-2.4806245476007462
35,632,1.7562827400000005,461.76,113,71680,0.005762578,10.588554184138776,0.8163461685180664,340,9.354140281677246,0.91569784283638,0.2,0.0003,0.077783203125,-0.004824852671299595,-2.451686479896307
36,632,4.871987140000002,477.69,116,73728,0.006178892,130.0005990922451,0.8181568384170532,350,70.32427215576172,0.5827688872814178,0.2,0.0003,0.044873046875,-0.0014657083695055917,-2.4327614568173885
37,631,11.292425519999997,494.59,119,75776,0.010807362,12.065451101958752,0.8223560452461243,360,8.574335098266602,0.8888839334249496,0.2,0.0003,0.130419921875,-0.005285331546474481,-2.441826070100069
38,631,13.440503119999999,505.55,123,77824,0.008482711,99.18548984825611,0.8099757432937622,370,13.426568031311035,0.5021781027317047,0.2,0.0003,0.077001953125,-0.004676623993145767,-2.430653937160969
39,631,15.243678229999995,524.64,126,79872,0.0048845857,73.2143171057105,0.8047357797622681,380,23.54246711730957,0.6579024493694305,0.2,0.0003,0.045263671875,-0.004505835035524796,-2.4088294304907323
40,631,18.03162783,541.15,129,81920,0.00594786,53.668010756373405,0.7923697829246521,390,3.56758451461792,0.7563265711069107,0.2,0.0003,0.061865234375,-0.0024333425040822475,-2.385559309273958
41,631,22.858111309999998,557.29,133,83968,0.007137401,8.99484178647399,0.7810014486312866,400,4.8320088386535645,0.9045363366603851,0.2,0.0003,0.102392578125,-0.005664855158829596,-2.354628262668848
42,630,26.412864769999995,563.16,136,86016,0.0070206337,8.19550868049264,0.7645297050476074,410,2.410492420196533,0.8990279287099838,0.2,0.0003,0.075244140625,-0.004055796288594138,-2.3167337387800218
43,630,28.656325599999995,580.69,139,88064,0.006985478,58.671943405270575,0.7618516683578491,420,67.01922607421875,0.6035548448562622,0.2,0.0003,0.0669921875,-0.00201672504117596,-2.2961564108729364
44,630,32.45346875,597.96,142,90112,0.0076084463,6.491002934426069,0.7573829889297485,430,4.141712665557861,0.9405629746615887,0.2,0.0003,0.080322265625,-0.004188499873271212,-2.2880340360105036
45,630,33.75141242,614.24,146,92160,0.007658968,58.14339832216501,0.756333589553833,440,23.757598876953125,0.748084306716919,0.2,0.0003,0.055517578125,-0.006031350505509181,-2.277811881899834
46,630,36.38776439000001,630.29,149,94208,0.0071676653,103.56624462604523,0.756229043006897,450,138.3050537109375,0.6738735437393188,0.2,0.0003,0.056591796875,-0.004590926923265215,-2.2793700978159905
47,629,41.804403150000006,644.25,152,96256,0.007617023,7.571626444905997,0.7456657886505127,460,2.4959099292755127,0.961499284952879,0.2,0.0003,0.06943359375,-0.003651359508512542,-2.2646685771644117
48,629,44.00067184999999,661.06,156,98304,0.0023358485,154.20285479724407,0.7403303384780884,470,8.684957504272461,0.5973978936672211,0.2,0.0003,0.031103515625,-0.00029217342598713,-2.2434647560119627
49,629,46.556034069999995,677.5,159,100352,0.0065991003,6.290481779351831,0.7215467691421509,480,2.93266224861145,0.9687109924852848,0.2,0.0003,0.0697265625,-0.00805774046748411,-2.208848251402378
50,629,46.820810120000004,681.17,162,102400,0.005007965,12.10983728915453,0.7123268842697144,490,4.476970195770264,0.8546116501092911,0.2,0.0003,0.058984375,-0.0016745021828683093,-2.172204852104187
51,629,49.56656187000001,689.66,165,104448,0.005149856,94.56514797061682,0.7154058218002319,500,56.42985534667969,0.7378918528556824,0.2,0.0003,0.037841796875,-0.004201882379857125,-2.160144463926554
52,629,50.49449631,691.28,169,106496,0.009029396,3.5032017294317486,0.7252081632614136,510,1.5195107460021973,0.9753304813057184,0.2,0.0003,0.097021484375,-0.001990265154017834,-2.1764247119426727
53,629,53.55328524000001,706.4,172,108544,0.0070218965,56.35121611878276,0.724769115447998,520,14.428288459777832,0.7856683135032654,0.2,0.0003,0.0595703125,-0.007111413300299319,-2.1931255735456943
54,629,58.51784611,711.09,175,110592,0.004339888,144.92854394614696,0.7209473848342896,530,62.61591339111328,0.6308124661445618,0.2,0.0003,0.033984375,-0.0033944396083825266,-2.1875971861183645
55,629,59.257631950000004,721.94,178,112640,0.005874824,88.66447083950042,0.719145655632019,540,31.18486785888672,0.6869942247867584,0.2,0.0003,0.053173828125,-0.0039021920529194176,-2.1798216596245767
56,629,60.607892580000005,721.94,182,114688,0.005524565,38.720362765714526,0.7224013209342957,550,3.0523040294647217,0.840588316321373,0.2,0.0003,0.04921875,-0.0033301619652775115,-2.1844355016946793
57,629,62.86203959,733.69,185,116736,0.0043952903,6.955866624973714,0.7215873003005981,560,4.345423221588135,0.9532619789242744,0.2,0.0003,0.06669921875,-0.0038677570159052267,-2.1873039312660696
58,628,70.51533031999999,746.62,188,118784,0.0044817114,89.33863348960877,0.7201638221740723,570,3.7551090717315674,0.724589616060257,0.2,0.0003,0.069140625,-0.0022475756410130997,-2.1839916497468947
59,628,74.36166073,750.02,192,120832,0.005871539,187.99854927659035,0.7153782248497009,580,110.52349853515625,0.5776603519916534,0.2,0.0003,0.057373046875,-0.003937049020896666,-2.1748996868729593
60,628,78.48180615,737.81,195,122880,0.0037713847,85.06825058609247,0.7054852247238159,590,23.566381454467773,0.677103191614151,0.2,0.0003,0.037451171875,-0.0017645340791204943,-2.1526041574776174
61,628,84.89682920999999,744.16,198,124928,0.007161803,114.18578543066978,0.7011904716491699,600,199.55511474609375,0.6292577981948853,0.2,0.0003,0.055322265625,-0.0010607467935187741,-2.135020723193884
62,628,85.12362613,745.07,201,126976,0.00854511,126.4647985458374,0.6914650201797485,610,109.54718017578125,0.6456590890884399,0.2,0.0003,0.08955078125,-0.004796439526398899,-2.116251353174448
63,628,86.21521981,750.83,205,129024,0.005705326,31.614839252084494,0.6921712160110474,620,77.95209503173828,0.7980093210935593,0.2,0.0003,0.107568359375,-0.0015170332611887717,-2.099904315173626
64,628,87.70032567,758.33,208,131072,0.010193313,7.267915369570256,0.6762194633483887,630,3.371565818786621,0.9748969580978155,0.2,0.0003,0.108984375,-0.0061491962187574245,-2.0767629504203797
65,628,88.87942608999998,752.06,211,133120,0.0066946093,100.48810524642468,0.6745439767837524,640,63.23512649536133,0.7462231516838074,0.2,0.0003,0.052978515625,-0.0022398053151846398,-2.05180372223258
66,628,93.51808707,749.12,215,135168,0.005094469,51.87241256646812,0.6714156866073608,650,47.18608474731445,0.7663679420948029,0.2,0.0003,0.0810546875,0.00027315560000715775,-2.047209270298481
67,628,98.77742175000002,727.66,218,137216,0.0072682165,81.91678274124861,0.6693012714385986,660,13.332488059997559,0.7106465399265289,0.2,0.0003,0.051806640625,0.00025177949282806367,-2.0391033217310905
68,628,100.06641673,717.78,221,139264,0.004163482,153.08540904223918,0.6642623543739319,670,36.49995803833008,0.6526634991168976,0.2,0.0003,0.04990234375,-0.0031240978350979276,-2.0261414527893065
69,628,101.20994221,712.86,224,141312,0.0064949747,116.88793714791537,0.6633917093276978,680,35.98851776123047,0.7215606272220612,0.2,0.0003,0.093017578125,-0.006514126303227385,-2.018749064952135
70,628,100.37223060000002,709.86,228,143360,0.0068959272,38.58153652176261,0.6550136804580688,690,5.890224933624268,0.8532508313655853,0.2,0.0003,0.073291015625,-0.0010358457948314026,-2.001549129188061
71,628,101.66679771000001,705.25,231,145408,0.007932332,89.90620127692819,0.6492823362350464,700,59.489654541015625,0.6722923815250397,0.2,0.0003,0.077197265625,-0.003349575358151924,-1.9825381699949503
72,628,101.90421209,710.41,234,147456,0.011491723,64.54153064340353,0.6385576725006104,710,61.86714172363281,0.8192017674446106,0.2,0.0003,0.11044921875,-0.0057874264239217155,-1.956026691943407
73,628,102.92942853999998,710.41,238,149504,0.010812949,8.361060697585344,0.6204218864440918,720,3.5985984802246094,0.9565689340233803,0.2,0.0003,0.097998046875,-0.003290020408167038,-1.9085350822657348
74,628,105.33819779999997,710.59,241,151552,0.0062304744,3.577429144643247,0.6068133115768433,730,1.66354238986969,0.9717836752533913,0.2,0.0003,0.098583984375,-0.0026281538303010166,-1.8600159239023923
75,628,108.37659231000002,699.76,244,153600,0.004431643,26.900245865248145,0.6053637266159058,740,3.4637203216552734,0.8628820925951004,0.2,0.0003,0.07041015625,0.0008283303388452623,-1.834708769246936
76,628,104.96913312000001,676.23,247,155648,0.0053966343,83.60782047212123,0.6013759970664978,750,10.682894706726074,0.6763140559196472,0.2,0.0003,0.049560546875,0.001559634626028128,-1.8286230098456144
77,628,107.92091683999999,671.64,251,157696,0.0060412586,184.20113916695118,0.5985366702079773,760,66.26846313476562,0.6682135760784149,0.2,0.0003,0.07001953125,-0.0068266394049715014,-1.816212896630168
78,628,110.51760451999999,674.07,254,159744,0.007384916,85.20360570996999,0.5980243682861328,770,17.649417877197266,0.6407113373279572,0.2,0.0003,0.06396484375,-0.001002318743849173,-1.8096815172582865
79,628,110.49092166,673.37,257,161792,0.006859173,61.26647726520896,0.5906336903572083,780,36.28322219848633,0.7945350259542465,0.2,0.0003,0.0662109375,-0.006222833142237505,-1.7955321121960879
80,628,110.15942688,679.25,260,163840,0.008870051,41.37316340375692,0.591244637966156,790,10.039754867553711,0.7613832354545593,0.2,0.0003,0.09052734375,-0.0020365923075587487,-1.787001534178853
81,628,110.75394337,672.44,264,165888,0.00969857,3.37861643480137,0.5792567729949951,800,3.662139654159546,0.973032757639885,0.2,0.0003,0.089697265625,-0.0016351537509763149,-1.7617561731487512
82,628,110.68419501,672.87,267,167936,0.0062649436,63.86842984855175,0.5793555974960327,810,4.627770900726318,0.7033196091651917,0.2,0.0003,0.074951171875,-0.0005077604320831597,-1.745188881084323
83,628,112.40717344999999,679.27,270,169984,0.011632433,35.90556092746556,0.5812638998031616,820,15.541138648986816,0.8672681599855423,0.2,0.0003,0.100927734375,-0.005795899716031272,-1.748119245097041
84,628,111.44572623,679.27,273,172032,0.006171088,2.853620723169297,0.5759364366531372,830,0.5250517725944519,0.9816225059330463,0.2,0.0003,0.09267578125,-0.0021373008261434735,-1.7400184489786625
85,628,113.08807709999999,685.44,277,174080,0.011552153,2.8093189032748342,0.5630919933319092,840,1.0953965187072754,0.97187739610672,0.2,0.0003,0.122705078125,-0.002288588191731833,-1.7060390491038562
86,628,114.59598212999998,692.14,280,176128,0.0061677247,1.908996393252164,0.5547370910644531,850,1.023498773574829,0.9820887912064791,0.2,0.0003,0.110400390625,-0.0034282156339031644,-1.6714869644492865
87,628,114.98492914999999,683.86,283,178176,0.009134108,5.118437785096466,0.5493247509002686,860,0.8357352018356323,0.9325882717967033,0.2,0.0003,0.08740234375,-0.0026754627848276868,-1.6460668202489614
88,628,112.94753901,695.93,286,180224,0.006540244,77.78692081421613,0.5523337721824646,870,72.0691909790039,0.751286968588829,0.2,0.0003,0.059423828125,-0.0008482726421789266,-1.6413769382983445
89,628,113.47528097,694.5,290,182272,0.00797273,3.294975232426077,0.5480782985687256,880,0.476701945066452,0.9719171356409788,0.2,0.0003,0.089794921875,-0.0026524638102273456,-1.6419585686177016
90,628,114.31991991000001,694.5,293,184320,0.006097459,54.120529047213495,0.5492990016937256,890,0.8888446092605591,0.733043909072876,0.2,0.0003,0.0654296875,-0.005211856296955375,-1.6353124745190144
91,628,112.77361941999999,704.8,296,186368,0.008812026,8.809734316170216,0.5482898950576782,900,0.9788363575935364,0.9189568683505058,0.2,0.0003,0.104541015625,-0.004016401860280894,-1.634609169885516
92,628,112.28148999999999,709.37,299,188416,0.008238646,30.536712246760725,0.558969259262085,910,48.329097747802734,0.9233718365430832,0.2,0.0003,0.099560546875,-0.0004745830980027677,-1.6508569210767745
93,628,113.16376516999999,717.34,303,190464,0.005440541,39.911741223931315,0.5566635727882385,920,47.46668243408203,0.8210618942975998,0.2,0.0003,0.07841796875,-0.00042210695464746096,-1.6688596647232772
94,628,115.92893940999998,705.75,306,192512,0.007317152,2.0787229713052513,0.556878924369812,930,2.277228355407715,0.9876315649598837,0.2,0.0003,0.079345703125,-0.0027726468062610364,-1.666845976561308
95,628,113.71168373,715.3,309,194560,0.004386496,117.52864483594894,0.5536085367202759,940,34.50390625,0.7021081447601318,0.2,0.0003,0.087646484375,-0.0014936639134248253,-1.6598542917519807
96,628,114.73751699,721.25,313,196608,0.005657012,44.91391095146537,0.5471975207328796,950,5.880405426025391,0.8355065435171127,0.2,0.0003,0.07353515625,0.0007075651003106032,-1.6436191253364085
97,628,116.868994,706.44,316,198656,0.009074882,28.947858909517528,0.547156572341919,960,1.469481110572815,0.8831556215882301,0.2,0.0003,0.093896484375,-0.002512276295601623,-1.6272920124232768
98,628,121.20644473,712.21,319,200704,0.003173918,135.61689122617244,0.5475782155990601,970,57.39494705200195,0.6277636587619781,0.2,0.0003,0.035400390625,-0.003048041415968328,-1.6279418725520372
99,627,120.69189046,705.64,322,202752,0.009286746,8.097597524151206,0.5482423305511475,980,1.015809178352356,0.4777466058731079,0.2,0.0003,0.09912109375,-0.002846025861799717,-1.6326248537749053
100,627,119.93107268,711.64,326,204800,0.007391842,106.4892841950059,0.5490683913230896,990,35.63155746459961,0.6422369182109833,0.2,0.0003,0.05947265625,-0.007486172851349693,-1.6330106012523173
101,627,119.80595594,710.06,329,206848,0.008900527,65.17938447892666,0.5479679107666016,1000,7.791853427886963,0.7889619171619415,0.2,0.0003,0.083837890625,0.00012452098526409826,-1.6320977233350278
102,627,119.73631204000002,725.57,332,208896,0.0061949887,25.515379992872475,0.5476688742637634,1010,45.297794342041016,0.8021859675645828,0.2,0.0003,0.072900390625,-0.0009442798298550769,-1.633884981647134
103,627,119.40131051999998,725.68,335,210944,0.007858891,34.2459665261209,0.540570855140686,1020,2.81123423576355,0.5904190838336945,0.2,0.0003,0.067626953125,-0.005746936777723022,-1.619157700613141
104,627,122.51981129000002,721.69,339,212992,0.007977085,73.94228082597256,0.540912926197052,1030,17.45016098022461,0.697682112455368,0.2,0.0003,0.098291015625,-0.0037072076833283064,-1.603493119031191
105,627,123.59091615000001,728.29,342,215040,0.009337101,129.93725663423538,0.5346308946609497,1040,61.57027816772461,0.6728997528553009,0.2,0.0003,0.0755859375,-0.0045555162600066975,-1.593443375453353
106,627,122.63362529000001,734.98,345,217088,0.013508557,5.664335285965353,0.5247857570648193,1050,0.3890727460384369,0.9440251514315605,0.2,0.0003,0.109521484375,-0.0016751930437749253,-1.562987531721592
107,627,122.44786161000002,735.49,348,219136,0.021661079,2.749172694887966,0.5163590312004089,1060,0.2759215831756592,0.9693166166543961,0.2,0.0003,0.138720703125,0.0021143916106666437,-1.5299453411251307
108,627,122.31879649000001,709.06,352,221184,0.004481131,49.49821425527334,0.5116919875144958,1070,43.848045349121094,0.8242850750684738,0.2,0.0003,0.02900390625,-0.0015481770809856244,-1.501638337224722
109,627,121.23982897999998,705.51,355,223232,0.0085207485,155.28070505261422,0.5066032409667969,1080,153.9803466796875,0.6184051334857941,0.2,0.0003,0.0765625,-0.002592893343535252,-1.4825066968798637
110,627,120.09507958999998,711.7,358,225280,0.0063506397,96.8216554760933,0.5054158568382263,1090,40.21792221069336,0.7984284460544586,0.2,0.0003,0.071630859375,0.0007812874857336283,-1.470265194773674
111,627,126.49012700000002,721.01,362,227328,0.013329614,4.156615593563766,0.5080981850624084,1100,0.8741354942321777,0.9197311550378799,0.2,0.0003,0.123095703125,-0.0002560928638558835,-1.4706974640488624
112,627,126.26641355,720.47,365,229376,0.004045729,64.8900537610054,0.5074229836463928,1110,67.63677978515625,0.759405255317688,0.2,0.0003,0.06123046875,-0.000781912928505335,-1.4766981545835733
113,627,128.61981724,717.9,368,231424,0.01413313,18.15200556796044,0.5087190270423889,1120,6.436211109161377,0.8379459530115128,0.2,0.0003,0.11484375,-0.0043355793910450306,-1.4752983674407005
114,627,131.95453356000004,717.02,371,233472,0.005389126,24.06931611485779,0.5093200206756592,1130,16.467147827148438,0.7811800241470337,0.2,0.0003,0.077880859375,8.660669263917952e-05,-1.475715585052967
115,627,131.18772911000002,717.02,375,235520,0.0070924223,61.17646726667881,0.5066973567008972,1140,32.15620040893555,0.6189340949058533,0.2,0.0003,0.067138671875,-0.004569914418971166,-1.4713479585945606
116,627,130.27898349999998,705.14,378,237568,0.013665424,4.097026762180031,0.5127039551734924,1150,1.014160394668579,0.8406101763248444,0.2,0.0003,0.127783203125,0.001326592717668973,-1.481698204576969
117,627,130.11430885,685.73,381,239616,0.0065868627,178.33730074465274,0.5136591196060181,1160,36.568939208984375,0.5894386470317841,0.2,0.0003,0.069189453125,-0.003647141221881611,-1.4891182899475097
118,627,129.08265185,679.11,384,241664,0.0065322733,84.12389523983002,0.5123894214630127,1170,17.05646324157715,0.8304289877414703,0.2,0.0003,0.069140625,-0.0038317694699799175,-1.4899505462497473
119,627,129.29256361,673.53,388,243712,0.010260266,70.32672138139606,0.513577938079834,1180,61.34926986694336,0.25875258445739746,0.2,0.0003,0.07490234375,-0.001692653547070222,-1.491354899480939
120,627,130.62572847,686.42,391,245760,0.00819378,38.74351681992412,0.5121241807937622,1190,3.5259385108947754,0.8123482763767242,0.2,0.0003,0.0708984375,-0.0005626355901767966,-1.4916410002857448
121,627,132.38830023000003,678.7,394,247808,0.009588997,4.0198355335742235,0.5114543437957764,1200,1.4670106172561646,0.879002183675766,0.2,0.0003,0.1298828125,-0.0023251520658959636,-1.4897712789475919
122,627,132.83638863000002,676.48,398,249856,0.010727394,71.3398218140006,0.5099178552627563,1210,14.883081436157227,0.7219860553741455,0.2,0.0003,0.112451171875,-0.004729944035352674,-1.4875390041619538
