rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/value_loss,train/n_updates,train/explained_variance,train/learning_rate,train/clip_fraction,train/std,train/clip_range,train/loss,train/approx_kl,train/policy_gradient_loss,train/entropy_loss
-610.45044071,672,200.0,200704,298,98,785.0533540725708,970,0.9579485319554806,0.0003,0.022119140625,0.602228045463562,0.2,212.3097381591797,0.0019158894,-0.0014676198246888817,-0.9117984468117356
-610.17557805,672,200.0,202752,301,99,840.4133210659027,980,0.944448933005333,0.0003,0.041796875,0.6016203165054321,0.2,583.3226318359375,0.0048152003,-0.003622028302925173,-0.9110416261479258
-585.27970578,672,200.0,204800,304,100,765.5518775939942,990,0.9562148079276085,0.0003,0.02734375,0.6078636646270752,0.2,287.6307067871094,0.00451624,-0.0013919116092438344,-0.9155131800100207
-599.1079991400001,672,200.0,206848,307,101,1274.9371938705444,1000,0.9399124085903168,0.0003,0.03291015625,0.6095824241638184,0.2,568.3214721679688,0.005342416,-0.003401313960785046,-0.9213078653439879
-617.03487471,672,200.0,208896,310,102,612.455469751358,1010,0.9328452423214912,0.0003,0.0501953125,0.6056530475616455,0.2,161.94091796875,0.005570748,-0.003252796086599119,-0.9203561317175627
-612.05082878,672,200.0,210944,313,103,440.59367356300356,1020,0.981696343049407,0.0003,0.050634765625,0.6029780507087708,0.2,119.96675872802734,0.0064025023,-0.003848845212633023,-0.9139804163947701
-629.5760315599999,672,200.0,212992,316,104,697.8748484611511,1030,0.9498933516442776,0.0003,0.03837890625,0.5951070785522461,0.2,310.4667053222656,0.006524578,-0.004880245056119748,-0.9071411253884435
-608.2202697,671,200.0,215040,320,105,517.8222924947738,1040,0.950772799551487,0.0003,0.03056640625,0.6021376848220825,0.2,295.00738525390625,0.0034772288,-0.0024067428734269925,-0.9053810417652131
-558.61361749,671,200.0,217088,323,106,295.4034521818161,1050,0.9851962309330702,0.0003,0.043505859375,0.5992151498794556,0.2,98.75629425048828,0.004817445,-6.866794792586006e-05,-0.9087520927190781
-550.6833326700001,671,200.0,219136,326,107,116.85362507104874,1060,0.9857305837795138,0.0003,0.067626953125,0.5889783501625061,0.2,37.48845291137695,0.0073942887,-0.003966729494277388,-0.8968747263774276
-556.5623515999999,671,200.0,221184,329,108,382.02466173171996,1070,0.9161785766482353,0.0003,0.061767578125,0.5921095609664917,0.2,77.68231201171875,0.005065362,-0.006138834406374372,-0.8918824128806591
-544.2729329499999,671,200.0,223232,332,109,755.6929813861847,1080,0.921338401734829,0.0003,0.02470703125,0.5995180606842041,0.2,196.94874572753906,0.002750637,-0.005167621334112482,-0.9003045279532671
-582.40759053,671,200.0,225280,335,110,922.4916918754577,1090,0.9210882559418678,0.0003,0.037255859375,0.5995615124702454,0.2,475.34820556640625,0.0047113625,-0.0027433074443251825,-0.907508822903037
-546.69212743,671,200.0,227328,338,111,1354.8261894226075,1100,0.9143205061554909,0.0003,0.042724609375,0.5944740176200867,0.2,710.484130859375,0.007560465,-0.0044038831219950225,-0.9036767611280083
-567.3248255899999,671,200.0,229376,341,112,1001.3926587104797,1110,0.9369009286165237,0.0003,0.027099609375,0.5943732261657715,0.2,357.6098327636719,0.004098485,-0.0026362834716564974,-0.8995568074285984
-547.1299801700001,671,200.0,231424,344,113,1401.189560985565,1120,0.9311708435416222,0.0003,0.060009765625,0.5872016549110413,0.2,559.8950805664062,0.007565072,-0.005467404305818491,-0.89295121897012
-563.7496475500001,671,200.0,233472,347,114,1015.1856283187866,1130,0.9529144279658794,0.0003,0.05625,0.5804251432418823,0.2,445.4413757324219,0.0064767115,-0.0036499989306321367,-0.8799374362453818
-546.3505456199999,671,200.0,235520,350,115,1349.4354036331176,1140,0.9355944022536278,0.0003,0.0619140625,0.5789164900779724,0.2,350.93011474609375,0.0055718734,-0.0036646445594669787,-0.8734072327613831
-544.4949004499998,671,200.0,237568,353,116,704.7252388000488,1150,0.9276242107152939,0.0003,0.03212890625,0.5662112236022949,0.2,304.9657897949219,0.0034908715,-0.003386485593364341,-0.8619985001161694
-566.5510050400001,671,200.0,239616,356,117,725.7878684520722,1160,0.9463073648512363,0.0003,0.04853515625,0.5572713017463684,0.2,165.40432739257812,0.006299921,-0.005531222889112541,-0.8422993818297982
-530.0706288900001,671,200.0,241664,359,118,563.5568765640259,1170,0.9721486158668995,0.0003,0.050927734375,0.5569018125534058,0.2,462.52105712890625,0.0033886817,-0.0009152016245934647,-0.8342804646119475
-510.27866806,671,200.0,243712,362,119,240.26579774618148,1180,0.9349319860339165,0.0003,0.040234375,0.5410723090171814,0.2,66.59806060791016,0.008220816,-3.524323983583599e-05,-0.8179360155016184
-511.3888502100001,671,200.0,245760,365,120,563.2735106468201,1190,0.9322651848196983,0.0003,0.052587890625,0.5511789321899414,0.2,93.1005630493164,0.004200448,-0.0034903532825410364,-0.8130492903292179
-492.13848636999995,671,200.0,247808,368,121,862.386208486557,1200,0.7663289457559586,0.0003,0.021875,0.5461716055870056,0.2,312.17108154296875,0.0037792884,6.385263986885547e-07,-0.8194420795887709
-467.3096122300001,671,200.0,249856,371,122,551.6060511112213,1210,0.9441371560096741,0.0003,0.03076171875,0.541742205619812,0.2,105.0021743774414,0.0031574732,-0.0022431746881920846,-0.8106757083907723
-446.4941877499999,671,200.0,251904,375,123,640.2740492343903,1220,0.9293670207262039,0.0003,0.111767578125,0.5404381155967712,0.2,223.03274536132812,0.008564705,-0.005354743117641192,-0.8044235011562705
-419.0507789400001,671,200.0,253952,378,124,166.18508325815202,1230,0.9700471758842468,0.0003,0.06708984375,0.5282087922096252,0.2,55.52175521850586,0.0048366236,-0.000986614398425445,-0.7894346583634615
-415.13522931999995,671,200.0,256000,381,125,253.3534539103508,1240,0.9701532423496246,0.0003,0.036962890625,0.5263043642044067,0.2,82.63863372802734,0.0023965493,-0.002401713789004134,-0.7792008364573121
-425.9040053,671,200.0,258048,384,126,120.85257180333137,1250,0.9765606019645929,0.0003,0.08720703125,0.5218626260757446,0.2,52.52720642089844,0.0038541877,-0.005836571833060589,-0.7733751878142356
-417.08632034999994,671,200.0,260096,387,127,119.11546835303307,1260,0.9897791724652052,0.0003,0.05400390625,0.513728141784668,0.2,38.35322952270508,0.0047069048,-0.006501106896030251,-0.7607967324554921
-424.34296413,671,200.0,262144,390,128,336.77578964233396,1270,0.9560772180557251,0.0003,0.040673828125,0.511687159538269,0.2,119.29840850830078,0.0045413002,-0.0027329582066158765,-0.7510016528889537
-419.48951538,671,200.0,264192,393,129,48.53614483624697,1280,0.9847383433952928,0.0003,0.095751953125,0.5062050819396973,0.2,15.22765827178955,0.013182098,-0.0020279262385884066,-0.7438293408602477
-386.13124829000003,671,200.0,266240,396,130,348.8037121653557,1290,0.8363912105560303,0.0003,0.01806640625,0.5021401643753052,0.2,148.8037567138672,0.0035872594,-0.0005639582363073714,-0.7340656355023384
-388.07322447,671,200.0,268288,399,131,523.136935377121,1300,0.882335938513279,0.0003,0.0271484375,0.5014961957931519,0.2,193.37118530273438,0.0034324373,-0.0009079898445634171,-0.7295296736061573
-409.62857284000006,671,200.0,270336,402,132,386.8757609963417,1310,0.9573992602527142,0.0003,0.021337890625,0.500015914440155,0.2,124.7805404663086,0.0037293234,-0.0002297839408129221,-0.7269997296854853
-407.51499469000004,671,200.0,272384,405,133,748.9371338367462,1320,0.9370539337396622,0.0003,0.042431640625,0.49975821375846863,0.2,505.543212890625,0.005918525,-0.002959675261081429,-0.7262675931677223
-405.63634596,671,200.0,274432,408,134,446.6508502721787,1330,0.905296802520752,0.0003,0.04599609375,0.49409180879592896,0.2,204.5979766845703,0.0062023224,-0.002563139225821942,-0.7194212147966027
-388.85236076000007,671,200.0,276480,411,135,382.9765948295593,1340,0.9435930699110031,0.0003,0.035791015625,0.495611310005188,0.2,137.40834045410156,0.0034874424,-0.0029019595742283853,-0.7155971424654126
-409.0499828,671,200.0,278528,414,136,213.1824328005314,1350,0.9379397854208946,0.0003,0.105859375,0.49116945266723633,0.2,40.037864685058594,0.0071723154,-0.005676928861066699,-0.711851243674755
-387.52297725999995,671,200.0,280576,417,137,776.520217370987,1360,0.8135550320148468,0.0003,0.046142578125,0.49934121966362,0.2,370.5331726074219,0.0042107557,-0.0035231591798947194,-0.7148884855210781
-382.47527885000005,670,200.0,282624,421,138,226.35236982703208,1370,0.919071227312088,0.0003,0.036572265625,0.4935738444328308,0.2,141.4030303955078,0.0031329482,-0.0009145004969468573,-0.7173508655279874
-358.12506012,668,200.0,284672,425,139,100.20223613381386,1380,0.9750320632010698,0.0003,0.08466796875,0.4852816164493561,0.2,50.51344680786133,0.006845712,-0.002242141857277602,-0.7027672786265612
-351.84082971,666,200.0,286720,430,140,110.45435539484023,1390,0.9630012959241867,0.0003,0.058251953125,0.48115023970603943,0.2,22.197986602783203,0.0053306976,-0.0038559001601242925,-0.6913089819252491
-358.68986198,665,200.0,288768,433,141,354.7439783215523,1400,0.8574230074882507,0.0003,0.03408203125,0.4897524118423462,0.2,126.51583099365234,0.0021656728,0.0010003009025240316,-0.6939607761800289
-336.71569130999995,664,200.0,290816,437,142,474.4653749227524,1410,0.911659449338913,0.0003,0.026806640625,0.49304983019828796,0.2,165.24229431152344,0.0021927492,-0.0009620774653740227,-0.7081257563084364
-322.63388164,664,200.0,292864,440,143,508.2466175556183,1420,0.9343342557549477,0.0003,0.031298828125,0.49606242775917053,0.2,201.4222412109375,0.0017661342,-0.0029284887612448076,-0.7152038617059588
-326.16067419,663,200.0,294912,444,144,336.9018025636673,1430,0.9487904086709023,0.0003,0.087890625,0.49818891286849976,0.2,126.43658447265625,0.008169519,-0.005083331222704146,-0.7198707463219762
-319.34740739,662,200.0,296960,448,145,387.29291982650756,1440,0.7941821962594986,0.0003,0.046484375,0.5003097653388977,0.2,103.0316162109375,0.0028825384,-0.0029409080088953488,-0.7247725520282984
-295.95864862,662,200.0,299008,451,146,59.87225555479527,1450,0.9435174539685249,0.0003,0.073876953125,0.4982500672340393,0.2,15.008438110351562,0.010746831,0.0009223620923876297,-0.7231441186740994
-305.27276974,662,200.0,301056,454,147,471.82911640405655,1460,0.8688285648822784,0.0003,0.044140625,0.49615147709846497,0.2,279.429931640625,0.003038284,-0.004872831075044814,-0.7203547660261392
-308.71741820000005,662,200.0,303104,457,148,276.5803588569164,1470,0.9430860579013824,0.0003,0.037841796875,0.4973970055580139,0.2,84.12803649902344,0.0046108854,-0.0026797282785992137,-0.7192598562687635
-310.78469921,662,200.0,305152,460,149,75.75115531086922,1480,0.9597369134426117,0.0003,0.056591796875,0.5027375221252441,0.2,22.142154693603516,0.0076208026,-0.00038061359082348646,-0.7252308961004019
-295.27415198,662,200.0,307200,463,150,36.42246010005474,1490,0.9842454511672258,0.0003,0.16240234375,0.5102429389953613,0.2,17.366641998291016,0.006022159,-0.0030678958137286827,-0.738873190805316
-286.14939843,662,200.0,309248,466,151,20.31761267594993,1500,0.9874348873272538,0.0003,0.06689453125,0.5058997273445129,0.2,2.917167901992798,0.007023225,-0.00012109615199733526,-0.7427866460755468
-286.14659433,662,200.0,311296,469,152,171.09366482794286,1510,0.9297726973891258,0.0003,0.0599609375,0.4984229505062103,0.2,58.506412506103516,0.006935913,-0.0026212177632260135,-0.7297529758885503
-290.75338072,662,200.0,313344,472,153,481.1747526407242,1520,0.9032557606697083,0.0003,0.033251953125,0.5017811059951782,0.2,220.1454315185547,0.0045548966,-0.002928297237667721,-0.7251510417088867
-298.56148915,662,200.0,315392,476,154,150.40396734178066,1530,0.9389366582036018,0.0003,0.0765625,0.501893162727356,0.2,128.15420532226562,0.009891499,-0.0037336252913519274,-0.7296863483265043
-315.75695134,662,200.0,317440,479,155,52.53222245797515,1540,0.9814856573939323,0.0003,0.078515625,0.502377986907959,0.2,17.069381713867188,0.0060002315,-0.002505699776520487,-0.7309648958966136
-322.90490393000005,662,200.0,319488,482,156,195.7950587451458,1550,0.9170417487621307,0.0003,0.052490234375,0.5042534470558167,0.2,68.66288757324219,0.0053823665,-0.002972619530191878,-0.7315407609567046
-318.43974479,662,200.0,321536,485,157,251.60855345726014,1560,0.9552555344998837,0.0003,0.023291015625,0.5046406388282776,0.2,46.19289016723633,0.003302638,-0.00017049608431989326,-0.7344454186037183
-319.14192783,662,200.0,323584,488,158,596.6968950271606,1570,0.9151907563209534,0.0003,0.019140625,0.5052425861358643,0.2,238.49472045898438,0.0026208814,-0.0020426942679478088,-0.7356161048635841
-312.6926813,662,200.0,325632,491,159,330.02276561260226,1580,0.9621723592281342,0.0003,0.0623046875,0.5001084804534912,0.2,49.98155975341797,0.0038104127,-0.0012891565565951169,-0.7311149893328548
-298.54684270999996,662,200.0,327680,494,160,239.48985072374344,1590,0.9198613464832306,0.0003,0.042724609375,0.49084264039993286,0.2,170.1149139404297,0.004905411,-0.0024625984431622784,-0.7168601643294096
-291.97160697,662,200.0,329728,497,161,13.523701177816838,1600,0.9388850592076778,0.0003,0.140234375,0.4962264597415924,0.2,0.5004279017448425,0.0037324135,0.003492289769201307,-0.7148879081010818
-282.80307525,662,200.0,331776,500,162,30.537896604649724,1610,0.9719268027693033,0.0003,0.113623046875,0.4945468306541443,0.2,2.350201368331909,0.019062141,0.0007454597063770052,-0.7132746169343591
-260.12404271,662,200.0,333824,503,163,148.86345586180687,1620,0.9535591043531895,0.0003,0.071142578125,0.4945853650569916,0.2,72.87537384033203,0.0050966917,-0.005922304457635618,-0.7142808744683862
-255.26060613,662,200.0,335872,506,164,21.589658074826,1630,0.9380546435713768,0.0003,0.129541015625,0.4978138506412506,0.2,5.865819454193115,0.010256659,-0.001791459233209025,-0.7193796886131167
-249.62274792,663,200.0,337920,509,165,17.29080460444093,1640,0.9864983446896076,0.0003,0.094970703125,0.49227938055992126,0.2,6.958667755126953,0.015000486,-0.0050216557101521175,-0.7131352657452226
-230.64870747,663,200.0,339968,512,166,8.728040112461894,1650,0.980187626555562,0.0003,0.092578125,0.4884723424911499,0.2,1.2903685569763184,0.0036878167,0.002837524111237144,-0.7094190090894699
-223.31943335,663,200.0,342016,515,167,4.837265498377382,1660,0.9939313940703869,0.0003,0.124658203125,0.4753740131855011,0.2,0.8372141122817993,0.011989168,-0.0015254190962878055,-0.6895704351365566
-222.88907734000003,663,200.0,344064,518,168,40.701378821209076,1670,0.9892336521297693,0.0003,0.093359375,0.4726642668247223,0.2,14.128807067871094,0.008643754,-0.007322929693327751,-0.6722050569951534
-222.15014538,663,200.0,346112,521,169,145.6639762610197,1680,0.9197432696819305,0.0003,0.0205078125,0.47431913018226624,0.2,47.01534652709961,0.0030774544,-0.0010595774379908106,-0.6708475854247808
-231.79105823999998,663,200.0,348160,524,170,17.823449174128474,1690,0.973168708384037,0.0003,0.127197265625,0.46581655740737915,0.2,3.1274380683898926,0.008707354,0.004816232515986485,-0.6638772306963802
-240.10666503999997,663,200.0,350208,528,171,120.39527950584889,1700,0.9495568796992302,0.0003,0.01796875,0.4659918248653412,0.2,76.75773620605469,0.0010385145,-0.0002478895301464945,-0.6545272259041667
-242.76428269,663,200.0,352256,531,172,188.53950756788254,1710,0.9619239009916782,0.0003,0.033203125,0.46633991599082947,0.2,144.31304931640625,0.0022510467,-0.005813436507014558,-0.6555842325091362
-255.76664063,663,200.0,354304,534,173,160.88232889771461,1720,0.9502438120543957,0.0003,0.03310546875,0.4674451947212219,0.2,42.547603607177734,0.0073090484,-0.005456960369701847,-0.6575526650995016
-252.15524062000003,663,200.0,356352,537,174,219.23975769281387,1730,0.9062753021717072,0.0003,0.02724609375,0.4680170714855194,0.2,54.064361572265625,0.0021486038,-0.0033743991516530514,-0.6585403099656105
-263.88607496000003,663,200.0,358400,540,175,43.72756984978914,1740,0.9768514186143875,0.0003,0.042333984375,0.4595690965652466,0.2,13.908456802368164,0.003226728,-0.0009075243258848786,-0.6520603835582733
-261.58088667000004,663,200.0,360448,543,176,40.1971538066864,1750,0.9716238267719746,0.0003,0.106982421875,0.46305304765701294,0.2,29.135658264160156,0.010383146,-0.0031214545189868657,-0.6449367098510266
-252.48489774,663,200.0,362496,546,177,11.7350869897753,1760,0.9919187994673848,0.0003,0.16435546875,0.455896258354187,0.2,2.949855327606201,0.01716565,0.002648598151790793,-0.6427017390727997
-242.06804567000003,663,200.0,364544,549,178,11.406787471100689,1770,0.9762926455587149,0.0003,0.080078125,0.44451528787612915,0.2,5.649202346801758,0.009781436,0.0008531618799679563,-0.621919441781938
-236.231885,663,200.0,366592,552,179,4.004285549465567,1780,0.9970309955533594,0.0003,0.161865234375,0.44446203112602234,0.2,0.2300949990749359,0.009583157,0.00539929091828526,-0.6107550512999296
-227.05811713000006,663,200.0,368640,555,180,2.8752520790090785,1790,0.9872027784585953,0.0003,0.146044921875,0.4447431266307831,0.2,0.7673172950744629,0.01421291,0.004745444635409513,-0.6090040963143111
-224.47781162000004,663,200.0,370688,558,181,7.458353813085705,1800,0.9901540372520685,0.0003,0.0431640625,0.4407952129840851,0.2,0.9594414830207825,0.0028181637,0.0012629760014533531,-0.6035954909399152
-222.75288195999997,663,200.0,372736,561,182,7.635179070942104,1810,0.9897156730294228,0.0003,0.056689453125,0.44049176573753357,0.2,1.6876778602600098,0.008074782,-0.0007820510265446501,-0.5979824351146817
-210.45301918999994,663,200.0,374784,564,183,15.90334011670202,1820,0.9948736457154155,0.0003,0.078076171875,0.43887653946876526,0.2,5.6091742515563965,0.010799169,-0.004311519206385128,-0.5971598422154785
-207.67897394999997,663,200.0,376832,567,184,4.4118325566407295,1830,0.9872570615261793,0.0003,0.194091796875,0.43527206778526306,0.2,2.293924570083618,0.02377027,0.002718631822426687,-0.5889313349500298
-196.50088818,663,200.0,378880,570,185,11.037889731489122,1840,0.9823135752230883,0.0003,0.093701171875,0.4334239363670349,0.2,3.9169883728027344,0.008185421,0.0006309913078439422,-0.5852658554911614
-185.79085856999998,663,200.0,380928,573,186,2.99076300712768,1850,0.9872926650568843,0.0003,0.182177734375,0.4288790225982666,0.2,0.35360243916511536,0.026235115,0.005798191420035436,-0.5765701252967119
-186.03356522,663,200.0,382976,577,187,2.5603688546456396,1860,0.9851995948702097,0.0003,0.165087890625,0.420734167098999,0.2,0.5954703688621521,0.010869557,0.00026720492460299285,-0.5631933240219951
-201.0896788,663,200.0,385024,580,188,4.796391469426453,1870,0.9885244714096189,0.0003,0.060693359375,0.41600313782691956,0.2,1.0939520597457886,0.0063126674,-0.0008014849091523502,-0.5475614529103041
-216.83056360999998,663,200.0,387072,583,189,132.75524270310999,1880,0.8936222270131111,0.0003,0.04814453125,0.41776108741760254,0.2,28.487592697143555,0.0033993958,-0.003365513727476355,-0.5431456424295902
-222.42523373999995,663,200.0,389120,586,190,142.04620876610278,1890,0.9492816664278507,0.0003,0.021044921875,0.41891342401504517,0.2,40.06119918823242,0.0035807563,-0.003354531602235511,-0.5473593875765801
-232.49235446000003,663,200.0,391168,589,191,92.31602494269609,1900,0.9660649672150612,0.0003,0.00908203125,0.4188218414783478,0.2,7.624583721160889,0.0013708237,0.00017122705576184672,-0.5490268955007196
-233.80323403999998,663,200.0,393216,592,192,158.519020524621,1910,0.9740347340703011,0.0003,0.011474609375,0.41900700330734253,0.2,53.81816864013672,0.0016983245,-0.0024840303107339424,-0.5489628165960312
-245.05359553000002,663,200.0,395264,595,193,130.00802020132542,1920,0.9846479203552008,0.0003,0.0748046875,0.41888439655303955,0.2,19.75518798828125,0.0070386743,-0.0019438003484538058,-0.5493180120363832
-260.65134570000004,663,200.0,397312,598,194,130.0272700726986,1930,0.9841971173882484,0.0003,0.042041015625,0.41839030385017395,0.2,92.09902954101562,0.004901725,-0.006405175088730175,-0.5479396348819137
-265.08462189,663,200.0,399360,601,195,185.7633969157934,1940,0.9845519158989191,0.0003,0.02529296875,0.416201114654541,0.2,92.44119262695312,0.0037436797,-0.0017122659555752762,-0.5442894544452429
-272.52449376,664,200.0,401408,604,196,108.80089943259955,1950,0.7730341255664825,0.0003,0.046875,0.41435864567756653,0.2,7.256353855133057,0.004691287,-0.002925609135127161,-0.540626310557127
