2200, -1149.75
4400, -1252.76
6600, -1183.15
8800, -1180.25
11000, -1216.59
13200, -1176.83
15400, -1200.61
17600, -1276.24
19800, -1137.57
22000, -1180.03
24200, -1219.97
26400, -1172.85
28600, -1219.86
30800, -1189.98
33000, -1110.66
35200, -1178.49
37400, -1232.75
39600, -1130.84
41800, -1217.85
44000, -1198.5
46200, -1234.06
48400, -1123.64
50600, -1109.13
52800, -1306.98
55000, -1223.32
57200, -1175.79
59400, -1210.47
61600, -1277.54
63800, -1217.17
66000, -1215.46
68200, -1176.77
70400, -1172.0
72600, -1130.52
74800, -1224.65
77000, -1178.2
79200, -1190.88
81400, -1240.74
83600, -1223.77
85800, -1116.09
88000, -1227.17
90200, -1185.63
92400, -1248.6
94600, -1238.85
96800, -1164.29
99000, -1312.82
101200, -1219.65
103400, -1227.17
105600, -1300.78
107800, -1183.56
110000, -1182.26
112200, -1193.72
114400, -1233.57
116600, -1179.75
118800, -1176.29
121000, -1208.47
123200, -1241.24
125400, -1199.79
127600, -1205.44
129800, -1195.25
132000, -1119.52
134200, -1179.63
136400, -1161.97
138600, -1264.18
140800, -1162.46
143000, -1173.72
145200, -1207.19
147400, -1084.93
149600, -1156.43
151800, -1128.53
154000, -1215.18
156200, -1229.73
158400, -1131.44
160600, -1192.86
162800, -1163.86
165000, -1174.55
167200, -1112.42
169400, -1191.24
171600, -1120.94
173800, -1197.2
176000, -1180.62
178200, -1129.88
180400, -1145.98
182600, -1192.21
184800, -1203.74
187000, -1159.75
189200, -1150.6
191400, -1293.48
193600, -1211.2
195800, -1193.58
198000, -1213.18
200200, -1098.16
202400, -1153.31
204600, -1125.95
206800, -1169.51
209000, -1185.28
211200, -1202.45
213400, -1145.01
215600, -1118.06
217800, -1122.08
220000, -1089.6
222200, -1077.99
224400, -1193.73
226600, -1082.64
228800, -1116.81
231000, -1062.83
233200, -1087.54
235400, -1034.26
237600, -1045.56
239800, -1074.86
242000, -1170.76
244200, -1121.02
246400, -967.58
248600, -1071.88
250800, -1120.03
253000, -1117.43
255200, -1207.37
257400, -1115.44
259600, -1066.83
261800, -1222.34
264000, -1092.71
266200, -1081.59
268400, -1008.49
270600, -1049.42
272800, -1085.42
275000, -1120.62
277200, -1055.23
279400, -1023.4
281600, -1022.1
283800, -963.87
286000, -1001.08
288200, -1050.02
290400, -1049.04
292600, -1025.11
294800, -938.79
297000, -1014.27
299200, -962.32
301400, -1136.51
303600, -1000.59
305800, -1177.99
308000, -1061.84
310200, -924.16
312400, -1015.97
314600, -970.34
316800, -935.8
319000, -1041.44
321200, -1011.7
323400, -1033.05
325600, -1010.27
327800, -958.73
330000, -1038.51
332200, -1028.34
334400, -946.45
336600, -974.74
338800, -1058.78
341000, -1017.45
343200, -952.55
345400, -997.76
347600, -1029.54
349800, -984.4
352000, -925.42
354200, -899.82
356400, -960.21
358600, -925.77
360800, -878.52
363000, -934.69
365200, -944.11
367400, -890.35
369600, -938.65
371800, -1026.4
374000, -946.34
376200, -849.01
378400, -937.95
380600, -944.54
382800, -964.99
385000, -996.0
387200, -901.24
389400, -942.46
391600, -907.67
393800, -921.77
396000, -986.24
398200, -929.48
400400, -849.8
402600, -981.03
404800, -981.96
407000, -1027.56
409200, -954.46
411400, -889.18
413600, -929.8
415800, -885.43
418000, -879.6
420200, -935.15
422400, -940.56
424600, -913.52
426800, -994.26
429000, -870.4
431200, -908.67
433400, -923.93
435600, -912.88
437800, -927.61
440000, -951.31
442200, -973.39
444400, -967.15
446600, -894.13
448800, -917.53
451000, -885.25
453200, -947.92
455400, -902.98
457600, -925.99
459800, -877.11
462000, -928.67
464200, -937.57
466400, -951.93
468600, -904.87
470800, -874.93
473000, -887.81
475200, -863.39
477400, -903.41
479600, -865.21
481800, -892.13
484000, -878.56
486200, -972.68
488400, -900.0
490600, -880.51
492800, -914.57
495000, -930.32
497200, -814.35
499400, -863.88
501600, -914.66
503800, -891.35
506000, -880.17
508200, -891.86
510400, -894.33
512600, -851.72
514800, -882.79
517000, -877.33
519200, -861.31
521400, -857.11
523600, -908.04
525800, -903.5
528000, -923.18
530200, -916.07
532400, -886.98
534600, -890.19
536800, -840.3
539000, -944.26
541200, -868.49
543400, -845.07
545600, -857.2
547800, -862.25
550000, -854.41
552200, -867.14
554400, -859.52
556600, -944.08
558800, -834.37
561000, -890.57
563200, -859.1
565400, -883.1
567600, -910.18
569800, -810.44
572000, -889.31
574200, -934.49
576400, -905.19
578600, -914.69
580800, -825.33
583000, -828.37
585200, -958.68
587400, -913.33
589600, -825.67
591800, -864.57
594000, -816.74
596200, -815.14
598400, -834.61
600600, -819.07
602800, -846.2
605000, -881.77
607200, -964.63
609400, -809.13
611600, -850.3
613800, -840.23
616000, -836.39
618200, -808.73
620400, -872.17
622600, -829.39
624800, -863.55
627000, -810.14
629200, -837.31
631400, -800.71
633600, -836.25
635800, -935.37
638000, -793.63
640200, -813.35
642400, -845.84
644600, -820.92
646800, -871.97
649000, -809.8
651200, -833.0
653400, -817.09
655600, -761.15
657800, -822.48
660000, -821.35
662200, -819.14
664400, -807.09
666600, -873.83
668800, -773.37
671000, -858.81
673200, -832.45
675400, -718.89
677600, -854.56
679800, -807.54
682000, -792.01
684200, -830.22
686400, -739.16
688600, -842.09
690800, -782.4
693000, -709.04
695200, -745.69
697400, -795.87
699600, -785.07
701800, -789.38
704000, -744.42
706200, -828.06
708400, -757.08
710600, -753.59
712800, -781.31
715000, -839.43
717200, -816.58
719400, -816.66
721600, -817.62
723800, -835.71
726000, -753.4
728200, -776.9
730400, -774.73
732600, -732.73
734800, -788.65
737000, -766.37
739200, -725.94
741400, -766.57
743600, -766.9
745800, -772.99
748000, -807.43
750200, -766.64
752400, -691.85
754600, -826.51
756800, -775.86
759000, -752.3
761200, -762.5
763400, -775.87
765600, -748.49
767800, -717.7
770000, -744.3
772200, -792.12
774400, -772.37
776600, -831.62
778800, -788.84
781000, -792.86
783200, -821.68
785400, -725.42
787600, -736.13
789800, -790.56
792000, -782.67
794200, -782.39
796400, -711.42
798600, -694.16
800800, -715.05
803000, -785.28
805200, -734.23
807400, -691.98
809600, -710.16
811800, -760.4
814000, -810.27
816200, -767.02
818400, -788.09
820600, -786.56
822800, -735.29
825000, -812.48
827200, -668.1
829400, -723.97
831600, -764.69
833800, -725.59
836000, -758.1
838200, -750.2
840400, -792.84
842600, -714.32
844800, -709.11
847000, -687.82
849200, -783.6
851400, -768.25
853600, -739.76
855800, -692.51
858000, -684.73
860200, -801.87
862400, -693.92
864600, -674.16
866800, -853.57
869000, -726.58
871200, -743.21
873400, -688.87
875600, -731.23
877800, -757.24
880000, -665.35
882200, -710.08
884400, -709.93
886600, -735.4
888800, -679.82
891000, -714.65
893200, -722.57
895400, -700.42
897600, -715.57
899800, -629.02
902000, -751.19
904200, -727.76
906400, -724.9
908600, -757.04
910800, -664.12
913000, -684.25
915200, -659.36
917400, -768.71
919600, -707.76
921800, -739.45
924000, -673.09
926200, -683.67
928400, -652.56
930600, -673.6
932800, -665.18
935000, -668.13
937200, -702.72
939400, -608.61
941600, -614.27
943800, -651.8
946000, -624.93
948200, -688.42
950400, -675.12
952600, -736.44
954800, -686.89
957000, -711.94
959200, -676.7
961400, -646.67
963600, -705.96
965800, -627.16
968000, -581.34
970200, -644.66
972400, -584.72
974600, -618.5
976800, -658.25
979000, -603.19
981200, -552.19
983400, -650.97
985600, -627.4
987800, -608.1
990000, -610.15
992200, -637.03
994400, -601.1
996600, -560.56
998800, -552.63
1001000, -531.47
1003200, -531.64
1005400, -530.84
1007600, -553.93
1009800, -580.21
1012000, -520.36
1014200, -621.99
1016400, -581.48
1018600, -567.04
1020800, -523.62
1023000, -553.46
1025200, -534.49
1027400, -581.81
1029600, -497.29
1031800, -543.07
1034000, -509.89
1036200, -570.11
1038400, -478.6
1040600, -488.88
1042800, -462.02
1045000, -459.54
1047200, -481.14
1049400, -548.32
1051600, -532.32
1053800, -506.04
1056000, -512.67
1058200, -576.9
1060400, -444.09
1062600, -545.6
1064800, -425.39
1067000, -421.91
1069200, -482.25
1071400, -440.16
1073600, -461.58
1075800, -460.79
1078000, -469.63
1080200, -325.93
1082400, -391.77
1084600, -341.86
1086800, -243.23
1089000, -314.55
1091200, -336.57
1093400, -230.91
1095600, -230.08
1097800, -223.25
1100000, -164.7
1102200, -251.36
1104400, -286.01
1106600, -194.74
1108800, -186.18
1111000, -127.19
1113200, -198.52
1115400, -287.53
1117600, -230.48
1119800, -259.54
1122000, -215.09
1124200, -216.18
1126400, -169.2
1128600, -282.96
1130800, -229.65
1133000, -370.62
1135200, -409.15
1137400, -418.84
1139600, -384.8
1141800, -189.8
1144000, -284.06
1146200, -272.53
1148400, -184.23
1150600, -240.9
1152800, -138.04
1155000, -204.48
1157200, -196.18
1159400, -215.34
1161600, -235.42
1163800, -245.15
1166000, -139.45
1168200, -164.66
1170400, -159.97
1172600, -151.62
1174800, -191.78
1177000, -237.64
1179200, -236.91
1181400, -241.36
1183600, -217.07
1185800, -314.03
1188000, -139.84
1190200, -249.76
1192400, -167.96
1194600, -162.8
1196800, -140.28
1199000, -140.99
1201200, -187.1
1203400, -191.16
1205600, -185.73
1207800, -149.58
1210000, -117.03
1212200, -302.75
1214400, -298.34
1216600, -234.59
1218800, -140.61
1221000, -200.4
1223200, -183.3
1225400, -209.91
1227600, -244.82
1229800, -147.85
1232000, -151.5
1234200, -171.0
1236400, -219.94
1238600, -162.6
1240800, -206.37
1243000, -190.83
1245200, -238.86
1247400, -158.54
1249600, -225.86
1251800, -183.36
1254000, -259.38
1256200, -140.82
1258400, -172.57
1260600, -225.96
1262800, -142.86
1265000, -184.13
1267200, -259.14
1269400, -193.52
1271600, -203.98
1273800, -223.01
1276000, -238.65
1278200, -161.51
1280400, -176.02
1282600, -184.69
1284800, -190.3
1287000, -161.66
1289200, -171.18
1291400, -223.96
1293600, -171.06
1295800, -206.93
1298000, -194.13
1300200, -129.61
1302400, -173.48
1304600, -177.4
1306800, -206.59
1309000, -138.15
1311200, -137.13
1313400, -213.9
1315600, -181.31
1317800, -149.2
1320000, -177.12
1322200, -219.95
1324400, -230.42
1326600, -265.27
1328800, -208.32
1331000, -304.29
1333200, -125.84
1335400, -214.66
1337600, -188.58
1339800, -169.23
1342000, -242.02
1344200, -246.85
1346400, -150.89
1348600, -149.3
1350800, -125.97
1353000, -158.47
1355200, -189.74
1357400, -139.14
1359600, -171.48
1361800, -140.66
1364000, -444.41
1366200, -315.13
1368400, -456.61
1370600, -330.13
1372800, -101.58
1375000, -150.45
1377200, -211.45
1379400, -314.7
1381600, -422.69
1383800, -281.16
1386000, -266.27
1388200, -246.67
1390400, -160.81
1392600, -263.95
1394800, -196.16
1397000, -366.41
1399200, -180.73
1401400, -165.4
1403600, -198.17
1405800, -214.42
1408000, -159.75
1410200, -290.39
1412400, -244.97
1414600, -125.76
1416800, -154.93
1419000, -219.57
1421200, -148.51
1423400, -179.86
1425600, -193.25
1427800, -171.22
1430000, -125.24
1432200, -211.79
1434400, -215.14
1436600, -209.66
1438800, -246.66
1441000, -217.91
1443200, -205.2
1445400, -144.17
1447600, -237.04
1449800, -233.9
1452000, -148.88
1454200, -191.83
1456400, -179.24
1458600, -168.93
1460800, -156.23
1463000, -240.89
1465200, -147.76
1467400, -185.28
1469600, -195.69
1471800, -178.69
1474000, -154.85
1476200, -217.39
1478400, -155.32
1480600, -125.04
1482800, -194.75
1485000, -192.37
1487200, -169.38
1489400, -182.01
1491600, -192.65
1493800, -194.04
1496000, -239.03
1498200, -158.68
1500400, -152.0
1502600, -133.18
1504800, -194.85
1507000, -208.3
1509200, -93.58
1511400, -189.1
1513600, -112.06
1515800, -158.22
1518000, -144.76
1520200, -202.54
1522400, -197.08
1524600, -214.26
1526800, -171.36
1529000, -157.3
1531200, -225.17
1533400, -158.87
1535600, -201.61
1537800, -167.91
1540000, -148.02
1542200, -264.92
1544400, -179.15
1546600, -169.27
1548800, -187.96
1551000, -184.86
1553200, -195.96
1555400, -147.56
1557600, -156.93
1559800, -164.92
1562000, -147.3
1564200, -170.96
1566400, -187.53
1568600, -172.15
1570800, -188.43
1573000, -222.37
1575200, -142.89
1577400, -220.34
1579600, -207.74
1581800, -182.19
1584000, -125.27
1586200, -137.96
1588400, -170.52
1590600, -160.12
1592800, -191.93
1595000, -141.62
1597200, -272.96
1599400, -160.06
1601600, -225.13
1603800, -163.89
1606000, -139.3
1608200, -165.27
1610400, -120.45
1612600, -206.16
1614800, -259.96
1617000, -178.17
1619200, -154.37
1621400, -230.1
1623600, -137.73
1625800, -202.98
1628000, -177.18
1630200, -222.33
1632400, -189.69
1634600, -215.25
